,path,emotion
88,data/emodb/wav/15b09Wb.wav,angry
89,data/emodb/wav/16a01Fc.wav,happy
90,data/emodb/wav/10b02Na.wav,neutral
91,data/emodb/wav/10a07Ad.wav,fear
92,data/emodb/wav/14a02Wa.wav,angry
93,data/emodb/wav/03b09Nc.wav,neutral
94,data/emodb/wav/10b02Aa.wav,fear
95,data/emodb/wav/03b10Na.wav,neutral
96,data/emodb/wav/13a01Wb.wav,angry
97,data/emodb/wav/13b09Na.wav,neutral
98,data/emodb/wav/15b02Wc.wav,angry
99,data/emodb/wav/16b01Aa.wav,fear
100,data/emodb/wav/13a02Ad.wav,fear
101,data/emodb/wav/16b02Aa.wav,fear
102,data/emodb/wav/11b01Nc.wav,neutral
103,data/emodb/wav/14a05Ta.wav,sad
104,data/emodb/wav/15b02Nd.wav,neutral
105,data/emodb/wav/08a07Tb.wav,sad
106,data/emodb/wav/13b09Wa.wav,angry
107,data/emodb/wav/10a02Wa.wav,angry
108,data/emodb/wav/10b03Tb.wav,sad
109,data/emodb/wav/09b09Nd.wav,neutral
110,data/emodb/wav/11b02Na.wav,neutral
111,data/emodb/wav/11a05Na.wav,neutral
112,data/emodb/wav/11b02Td.wav,sad
113,data/emodb/wav/11b10Wa.wav,angry
114,data/emodb/wav/03b10Ec.wav,disgust
115,data/emodb/wav/09a01Fa.wav,happy
116,data/emodb/wav/13b02Wa.wav,angry
117,data/emodb/wav/14a02Fd.wav,happy
118,data/emodb/wav/08b09Wc.wav,angry
119,data/emodb/wav/09a01Nb.wav,neutral
120,data/emodb/wav/15a04Wa.wav,angry
121,data/emodb/wav/10a01Ac.wav,fear
122,data/emodb/wav/14b01Fc.wav,happy
123,data/emodb/wav/13b03Wc.wav,angry
124,data/emodb/wav/16b10Wb.wav,angry
125,data/emodb/wav/11b02Fd.wav,happy
126,data/emodb/wav/16b09Eb.wav,disgust
127,data/emodb/wav/16b10Wa.wav,angry
128,data/emodb/wav/15b09Ta.wav,sad
129,data/emodb/wav/08b09Nb.wav,neutral
130,data/emodb/wav/09b02Tb.wav,sad
131,data/emodb/wav/15a05Fb.wav,happy
132,data/emodb/wav/12b09Td.wav,sad
133,data/emodb/wav/08b03Wd.wav,angry
134,data/emodb/wav/12a01Wc.wav,angry
135,data/emodb/wav/14b02Wb.wav,angry
136,data/emodb/wav/14b10Tc.wav,sad
137,data/emodb/wav/15a02Na.wav,neutral
138,data/emodb/wav/11b02Wb.wav,angry
139,data/emodb/wav/14b01Fa.wav,happy
140,data/emodb/wav/13b01Ec.wav,disgust
141,data/emodb/wav/14a04Ed.wav,disgust
142,data/emodb/wav/15a02Ea.wav,disgust
143,data/emodb/wav/08b02Ff.wav,happy
144,data/emodb/wav/13a02Ec.wav,disgust
145,data/emodb/wav/09b02Wd.wav,angry
146,data/emodb/wav/10b10Wa.wav,angry
147,data/emodb/wav/14a04Tb.wav,sad
148,data/emodb/wav/16a07Fb.wav,happy
149,data/emodb/wav/14b02Aa.wav,fear
150,data/emodb/wav/13a01Nb.wav,neutral
151,data/emodb/wav/12b02Wa.wav,angry
152,data/emodb/wav/08a02Tb.wav,sad
153,data/emodb/wav/13b03Na.wav,neutral
154,data/emodb/wav/16b10Eb.wav,disgust
155,data/emodb/wav/09a02Wb.wav,angry
156,data/emodb/wav/15b01Na.wav,neutral
157,data/emodb/wav/15a01Nb.wav,neutral
158,data/emodb/wav/13b09Fb.wav,happy
159,data/emodb/wav/15b02Tc.wav,sad
160,data/emodb/wav/03a04Fd.wav,happy
161,data/emodb/wav/14b10Ad.wav,fear
162,data/emodb/wav/16b01Wb.wav,angry
163,data/emodb/wav/08b02Wd.wav,angry
164,data/emodb/wav/08b10Aa.wav,fear
165,data/emodb/wav/11a05Fb.wav,happy
166,data/emodb/wav/12a05Ab.wav,fear
167,data/emodb/wav/16a05Wb.wav,angry
168,data/emodb/wav/16a04Tc.wav,sad
169,data/emodb/wav/09a05Wb.wav,angry
170,data/emodb/wav/15a04Ac.wav,fear
171,data/emodb/wav/13b03Ac.wav,fear
172,data/emodb/wav/08a02Fe.wav,happy
173,data/emodb/wav/16b03Fa.wav,happy
174,data/emodb/wav/16a02Ec.wav,disgust
175,data/emodb/wav/14a05Fa.wav,happy
176,data/emodb/wav/08a04Ff.wav,happy
177,data/emodb/wav/13b03Fd.wav,happy
178,data/emodb/wav/12b01Ta.wav,sad
179,data/emodb/wav/11a05Td.wav,sad
180,data/emodb/wav/08b01Fe.wav,happy
181,data/emodb/wav/15a01Ea.wav,disgust
182,data/emodb/wav/11a07Wc.wav,angry
183,data/emodb/wav/15a02Ac.wav,fear
184,data/emodb/wav/11b09Na.wav,neutral
185,data/emodb/wav/15b01Ec.wav,disgust
186,data/emodb/wav/16a04Ea.wav,disgust
187,data/emodb/wav/08a04Wc.wav,angry
188,data/emodb/wav/10a07Aa.wav,fear
189,data/emodb/wav/16b03Ad.wav,fear
190,data/emodb/wav/09b10Aa.wav,fear
191,data/emodb/wav/13a05Tc.wav,sad
192,data/emodb/wav/13b01Wa.wav,angry
193,data/emodb/wav/13b10Wc.wav,angry
194,data/emodb/wav/16b01Tb.wav,sad
195,data/emodb/wav/14b02Wd.wav,angry
196,data/emodb/wav/10a04Wa.wav,angry
197,data/emodb/wav/14a02Tb.wav,sad
198,data/emodb/wav/12a02Wa.wav,angry
199,data/emodb/wav/09a05Ed.wav,disgust
200,data/emodb/wav/11a02Ec.wav,disgust
201,data/emodb/wav/13a05Nb.wav,neutral
202,data/emodb/wav/16a07Wa.wav,angry
203,data/emodb/wav/13b01Nc.wav,neutral
204,data/emodb/wav/14b01Na.wav,neutral
205,data/emodb/wav/08a07Wc.wav,angry
206,data/emodb/wav/11a02Wc.wav,angry
207,data/emodb/wav/12b02Wb.wav,angry
208,data/emodb/wav/09b01Ea.wav,disgust
209,data/emodb/wav/10b01Fa.wav,happy
210,data/emodb/wav/13b01Ab.wav,fear
211,data/emodb/wav/11a05Ad.wav,fear
212,data/emodb/wav/11a04Ac.wav,fear
213,data/emodb/wav/09b03Fd.wav,happy
214,data/emodb/wav/12b10Ac.wav,fear
215,data/emodb/wav/14a02Ea.wav,disgust
216,data/emodb/wav/13a01Ac.wav,fear
217,data/emodb/wav/11b03Fc.wav,happy
218,data/emodb/wav/11b09Fd.wav,happy
219,data/emodb/wav/08a07Fd.wav,happy
220,data/emodb/wav/13a04Ta.wav,sad
221,data/emodb/wav/14a07Na.wav,neutral
222,data/emodb/wav/03b03Tc.wav,sad
223,data/emodb/wav/16b03Nb.wav,neutral
224,data/emodb/wav/13b10Fa.wav,happy
225,data/emodb/wav/16a05Ea.wav,disgust
226,data/emodb/wav/09b01Na.wav,neutral
227,data/emodb/wav/14b09Ac.wav,fear
228,data/emodb/wav/14b02Na.wav,neutral
229,data/emodb/wav/16b01Eb.wav,disgust
230,data/emodb/wav/13a02Wa.wav,angry
231,data/emodb/wav/08a02Na.wav,neutral
232,data/emodb/wav/16b09Fb.wav,happy
233,data/emodb/wav/13b10Wa.wav,angry
234,data/emodb/wav/09a07Na.wav,neutral
235,data/emodb/wav/15b03Aa.wav,fear
236,data/emodb/wav/16a02Tc.wav,sad
237,data/emodb/wav/13a01Ec.wav,disgust
238,data/emodb/wav/10b01Ea.wav,disgust
239,data/emodb/wav/12a04Wc.wav,angry
240,data/emodb/wav/08a05Ta.wav,sad
241,data/emodb/wav/16a05Ab.wav,fear
242,data/emodb/wav/15b03Wa.wav,angry
243,data/emodb/wav/03b10Ab.wav,fear
244,data/emodb/wav/12b02Fb.wav,happy
245,data/emodb/wav/11b02Ab.wav,fear
246,data/emodb/wav/11a04Wc.wav,angry
247,data/emodb/wav/03b03Nb.wav,neutral
248,data/emodb/wav/12a05Wb.wav,angry
249,data/emodb/wav/13a07Wb.wav,angry
250,data/emodb/wav/11b03Wa.wav,angry
251,data/emodb/wav/08a01Na.wav,neutral
252,data/emodb/wav/14b03Ad.wav,fear
253,data/emodb/wav/03a07Wc.wav,angry
254,data/emodb/wav/12b01Wa.wav,angry
255,data/emodb/wav/13a02Ta.wav,sad
256,data/emodb/wav/10a05Tb.wav,sad
257,data/emodb/wav/16b03Ta.wav,sad
258,data/emodb/wav/15b09Fa.wav,happy
259,data/emodb/wav/14a01Na.wav,neutral
260,data/emodb/wav/12b09Ac.wav,fear
261,data/emodb/wav/14b09Wa.wav,angry
262,data/emodb/wav/09a04Fd.wav,happy
263,data/emodb/wav/09a02Eb.wav,disgust
264,data/emodb/wav/09b10Nd.wav,neutral
265,data/emodb/wav/16a07Nb.wav,neutral
266,data/emodb/wav/11a04Nd.wav,neutral
267,data/emodb/wav/12b02Wd.wav,angry
268,data/emodb/wav/08b01Wa.wav,angry
269,data/emodb/wav/14a02Wc.wav,angry
270,data/emodb/wav/08a02Wc.wav,angry
271,data/emodb/wav/14b09Td.wav,sad
272,data/emodb/wav/11a02Fb.wav,happy
273,data/emodb/wav/08a02Ac.wav,fear
274,data/emodb/wav/03a07Nc.wav,neutral
275,data/emodb/wav/09b01Wb.wav,angry
276,data/emodb/wav/11b01Wd.wav,angry
277,data/emodb/wav/16a04Fa.wav,happy
278,data/emodb/wav/16b10Fb.wav,happy
279,data/emodb/wav/10a02Fa.wav,happy
280,data/emodb/wav/12a05Ta.wav,sad
281,data/emodb/wav/14a01Wc.wav,angry
282,data/emodb/wav/14a02Nc.wav,neutral
283,data/emodb/wav/08b09Tb.wav,sad
284,data/emodb/wav/15a01Wa.wav,angry
285,data/emodb/wav/12b03Ta.wav,sad
286,data/emodb/wav/14b01Wc.wav,angry
287,data/emodb/wav/10b09Wb.wav,angry
288,data/emodb/wav/16b09Ab.wav,fear
289,data/emodb/wav/14a02Ab.wav,fear
290,data/emodb/wav/16a02Ea.wav,disgust
291,data/emodb/wav/15b10Wa.wav,angry
292,data/emodb/wav/03b02Na.wav,neutral
293,data/emodb/wav/10b10Fc.wav,happy
294,data/emodb/wav/10a05Aa.wav,fear
295,data/emodb/wav/03a07Fa.wav,happy
296,data/emodb/wav/14a05Ac.wav,fear
297,data/emodb/wav/14b03Ta.wav,sad
298,data/emodb/wav/08b03Fe.wav,happy
299,data/emodb/wav/13a04Fc.wav,happy
300,data/emodb/wav/13a05Wa.wav,angry
301,data/emodb/wav/16a05Wc.wav,angry
302,data/emodb/wav/10a01Nb.wav,neutral
303,data/emodb/wav/03b09Wa.wav,angry
304,data/emodb/wav/13b09Ec.wav,disgust
305,data/emodb/wav/08a05Fe.wav,happy
306,data/emodb/wav/09b09Wa.wav,angry
307,data/emodb/wav/09b02Na.wav,neutral
308,data/emodb/wav/03b03Wc.wav,angry
309,data/emodb/wav/03b01Wa.wav,angry
310,data/emodb/wav/03a01Nc.wav,neutral
311,data/emodb/wav/14b02Fb.wav,happy
312,data/emodb/wav/15a05Eb.wav,disgust
313,data/emodb/wav/09b03Wb.wav,angry
314,data/emodb/wav/11a07Ac.wav,fear
315,data/emodb/wav/08a07Ta.wav,sad
316,data/emodb/wav/03a05Wa.wav,angry
317,data/emodb/wav/08a01Fd.wav,happy
318,data/emodb/wav/16b01Wa.wav,angry
319,data/emodb/wav/10b09Ad.wav,fear
320,data/emodb/wav/12b02Ad.wav,fear
321,data/emodb/wav/13a05Ea.wav,disgust
322,data/emodb/wav/15a05Wa.wav,angry
323,data/emodb/wav/16a04Ab.wav,fear
324,data/emodb/wav/11a01Ab.wav,fear
325,data/emodb/wav/12a05Nd.wav,neutral
326,data/emodb/wav/11b09Ad.wav,fear
327,data/emodb/wav/16a02Wb.wav,angry
328,data/emodb/wav/11b03Wb.wav,angry
329,data/emodb/wav/08b01Fd.wav,happy
330,data/emodb/wav/13a02Fa.wav,happy
331,data/emodb/wav/14b03Wb.wav,angry
332,data/emodb/wav/15b09Nb.wav,neutral
333,data/emodb/wav/16b09Wb.wav,angry
334,data/emodb/wav/16a07Td.wav,sad
335,data/emodb/wav/09a07Ta.wav,sad
336,data/emodb/wav/15b03Nb.wav,neutral
337,data/emodb/wav/03b09Tc.wav,sad
338,data/emodb/wav/11a01Aa.wav,fear
339,data/emodb/wav/09b03Nb.wav,neutral
340,data/emodb/wav/03a05Nd.wav,neutral
341,data/emodb/wav/11a01Wc.wav,angry
342,data/emodb/wav/03b10Wb.wav,angry
343,data/emodb/wav/10a01Wa.wav,angry
344,data/emodb/wav/13a01Ea.wav,disgust
345,data/emodb/wav/16b03Ea.wav,disgust
346,data/emodb/wav/03b01Nb.wav,neutral
347,data/emodb/wav/10b03Wb.wav,angry
348,data/emodb/wav/14a07Aa.wav,fear
349,data/emodb/wav/10a02Na.wav,neutral
350,data/emodb/wav/14a01Aa.wav,fear
351,data/emodb/wav/15a01Fb.wav,happy
352,data/emodb/wav/09b09Ea.wav,disgust
353,data/emodb/wav/09a05Tb.wav,sad
354,data/emodb/wav/13b03Ed.wav,disgust
355,data/emodb/wav/14a07Eb.wav,disgust
356,data/emodb/wav/10a04Nb.wav,neutral
357,data/emodb/wav/13b10Ec.wav,disgust
358,data/emodb/wav/11a04Fd.wav,happy
359,data/emodb/wav/12a02Nb.wav,neutral
360,data/emodb/wav/08b10Fd.wav,happy
361,data/emodb/wav/14a01Wa.wav,angry
362,data/emodb/wav/10a04Wb.wav,angry
