,path,emotion
32,data/training/Actor_12/12_01_02_02_kids-talking_sad.wav,sad
33,data/training/Actor_12/12_02_02_01_kids-talking_sad.wav,sad
34,data/training/Actor_12/03-02-04-02-01-02-12_sad.wav,sad
35,data/training/Actor_12/12_01_02_02_dogs-sitting_sad.wav,sad
36,data/training/Actor_12/12_02_02_02_kids-talking_sad.wav,sad
37,data/training/Actor_12/03-02-04-01-01-02-12_sad.wav,sad
38,data/training/Actor_12/12_01_01_02_kids-talking_sad.wav,sad
39,data/training/Actor_12/12_02_02_01_dogs-sitting_sad.wav,sad
40,data/training/Actor_17/17_02_01_02_dogs-sitting_sad.wav,sad
41,data/training/Actor_17/17_02_02_01_dogs-sitting_sad.wav,sad
42,data/training/Actor_17/03-02-04-01-01-01-17_sad.wav,sad
43,data/training/Actor_17/17_02_01_02_kids-talking_sad.wav,sad
44,data/training/Actor_17/17_02_02_02_kids-talking_sad.wav,sad
45,data/training/Actor_17/03-02-04-01-02-02-17_sad.wav,sad
46,data/training/Actor_17/17_02_01_01_kids-talking_sad.wav,sad
47,data/training/Actor_17/17_02_02_01_kids-talking_sad.wav,sad
48,data/training/Actor_17/17_02_01_01_dogs-sitting_sad.wav,sad
49,data/training/Actor_17/03-02-04-02-01-02-17_sad.wav,sad
50,data/training/Actor_17/03-02-04-01-02-01-17_sad.wav,sad
51,data/training/Actor_17/03-02-04-02-02-01-17_sad.wav,sad
52,data/training/Actor_17/03-02-04-01-01-02-17_sad.wav,sad
53,data/training/Actor_17/03-02-04-02-02-02-17_sad.wav,sad
54,data/training/Actor_17/17_02_02_02_dogs-sitting_sad.wav,sad
55,data/training/Actor_17/03-02-04-02-01-01-17_sad.wav,sad
56,data/training/Actor_14/03-02-04-02-02-02-14_sad.wav,sad
57,data/training/Actor_14/14_02_01_01_kids-talking_sad.wav,sad
58,data/training/Actor_14/14_02_02_02_kids-talking_sad.wav,sad
59,data/training/Actor_14/14_02_02_01_kids-talking_sad.wav,sad
60,data/training/Actor_14/14_02_01_02_kids-talking_sad.wav,sad
61,data/training/Actor_14/14_02_01_01_dogs-sitting_sad.wav,sad
62,data/training/Actor_14/03-02-04-02-01-02-14_sad.wav,sad
63,data/training/Actor_14/03-02-04-02-01-01-14_sad.wav,sad
64,data/training/Actor_14/14_02_01_02_dogs-sitting_sad.wav,sad
65,data/training/Actor_14/03-02-04-01-02-02-14_sad.wav,sad
66,data/training/Actor_14/03-02-04-01-02-01-14_sad.wav,sad
67,data/training/Actor_14/03-02-04-01-01-01-14_sad.wav,sad
68,data/training/Actor_14/14_02_02_01_dogs-sitting_sad.wav,sad
69,data/training/Actor_14/03-02-04-01-01-02-14_sad.wav,sad
70,data/training/Actor_14/03-02-04-02-02-01-14_sad.wav,sad
71,data/training/Actor_14/14_02_02_02_dogs-sitting_sad.wav,sad
72,data/training/Actor_25/25_01_01_01_home_sad.wav,sad
73,data/training/Actor_25/25_01_01_01_hush_sad.wav,sad
74,data/training/Actor_25/25_01_01_01_sail_sad.wav,sad
75,data/training/Actor_25/25_01_01_01_rain_sad.wav,sad
76,data/training/Actor_25/25_01_01_01_neat_sad.wav,sad
77,data/training/Actor_25/25_01_01_01_lose_sad.wav,sad
78,data/training/Actor_25/25_01_01_01_lore_sad.wav,sad
79,data/training/Actor_25/25_01_01_01_wag_sad.wav,sad
80,data/training/Actor_25/25_01_01_01_walk_sad.wav,sad
81,data/training/Actor_25/25_01_01_01_make_sad.wav,sad
82,data/training/Actor_25/25_01_01_01_shirt_sad.wav,sad
83,data/training/Actor_25/25_01_01_01_hit_sad.wav,sad
84,data/training/Actor_25/25_01_01_01_whip_sad.wav,sad
85,data/training/Actor_25/25_01_01_01_tool_sad.wav,sad
86,data/training/Actor_25/25_01_01_01_goal_sad.wav,sad
87,data/training/Actor_25/25_01_01_01_tape_sad.wav,sad
88,data/training/Actor_25/25_01_01_01_kill_sad.wav,sad
89,data/training/Actor_25/25_01_01_01_vote_sad.wav,sad
90,data/training/Actor_25/25_01_01_01_search_sad.wav,sad
91,data/training/Actor_25/25_01_01_01_rat_sad.wav,sad
92,data/training/Actor_25/25_01_01_01_learn_sad.wav,sad
93,data/training/Actor_25/25_01_01_01_jar_sad.wav,sad
94,data/training/Actor_25/25_01_01_01_shawl_sad.wav,sad
95,data/training/Actor_25/25_01_01_01_match_sad.wav,sad
96,data/training/Actor_25/25_01_01_01_which_sad.wav,sad
97,data/training/Actor_25/25_01_01_01_shack_sad.wav,sad
98,data/training/Actor_25/25_01_01_01_far_sad.wav,sad
99,data/training/Actor_25/25_01_01_01_nag_sad.wav,sad
100,data/training/Actor_25/25_01_01_01_rose_sad.wav,sad
101,data/training/Actor_25/25_01_01_01_gun_sad.wav,sad
102,data/training/Actor_25/25_01_01_01_ring_sad.wav,sad
103,data/training/Actor_25/25_01_01_01_when_sad.wav,sad
104,data/training/Actor_25/25_01_01_01_wheat_sad.wav,sad
105,data/training/Actor_25/25_01_01_01_void_sad.wav,sad
106,data/training/Actor_25/25_01_01_01_sheep_sad.wav,sad
107,data/training/Actor_25/25_01_01_01_tough_sad.wav,sad
108,data/training/Actor_25/25_01_01_01_hall_sad.wav,sad
109,data/training/Actor_25/25_01_01_01_said_sad.wav,sad
110,data/training/Actor_25/25_01_01_01_raise_sad.wav,sad
111,data/training/Actor_25/25_01_01_01_yearn_sad.wav,sad
112,data/training/Actor_25/25_01_01_01_white_sad.wav,sad
113,data/training/Actor_25/25_01_01_01_third_sad.wav,sad
114,data/training/Actor_25/25_01_01_01_time_sad.wav,sad
115,data/training/Actor_25/25_01_01_01_five_sad.wav,sad
116,data/training/Actor_25/25_01_01_01_should_sad.wav,sad
117,data/training/Actor_25/25_01_01_01_witch_sad.wav,sad
118,data/training/Actor_25/25_01_01_01_wire_sad.wav,sad
119,data/training/Actor_25/25_01_01_01_limb_sad.wav,sad
120,data/training/Actor_25/25_01_01_01_luck_sad.wav,sad
121,data/training/Actor_25/25_01_01_01_peg_sad.wav,sad
122,data/training/Actor_25/25_01_01_01_nice_sad.wav,sad
123,data/training/Actor_25/25_01_01_01_sure_sad.wav,sad
124,data/training/Actor_25/25_01_01_01_loaf_sad.wav,sad
125,data/training/Actor_25/25_01_01_01_sour_sad.wav,sad
126,data/training/Actor_25/25_01_01_01_yes_sad.wav,sad
127,data/training/Actor_25/25_01_01_01_read_sad.wav,sad
128,data/training/Actor_25/25_01_01_01_join_sad.wav,sad
129,data/training/Actor_25/25_01_01_01_thumb_sad.wav,sad
130,data/training/Actor_25/25_01_01_01_pool_sad.wav,sad
131,data/training/Actor_25/25_01_01_01_rot_sad.wav,sad
132,data/training/Actor_25/25_01_01_01_love_sad.wav,sad
133,data/training/Actor_25/25_01_01_01_tire_sad.wav,sad
134,data/training/Actor_25/25_01_01_01_south_sad.wav,sad
135,data/training/Actor_25/25_01_01_01_laud_sad.wav,sad
136,data/training/Actor_25/25_01_01_01_lot_sad.wav,sad
137,data/training/Actor_25/25_01_01_01_tell_sad.wav,sad
138,data/training/Actor_25/25_01_01_01_phone_sad.wav,sad
139,data/training/Actor_25/25_01_01_01_seize_sad.wav,sad
140,data/training/Actor_25/25_01_01_01_life_sad.wav,sad
141,data/training/Actor_25/25_01_01_01_name_sad.wav,sad
142,data/training/Actor_25/25_01_01_01_voice_sad.wav,sad
143,data/training/Actor_25/25_01_01_01_keen_sad.wav,sad
144,data/training/Actor_25/25_01_01_01_good_sad.wav,sad
145,data/training/Actor_25/25_01_01_01_pole_sad.wav,sad
146,data/training/Actor_25/25_01_01_01_perch_sad.wav,sad
147,data/training/Actor_25/25_01_01_01_week_sad.wav,sad
148,data/training/Actor_25/25_01_01_01_late_sad.wav,sad
149,data/training/Actor_25/25_01_01_01_youth_sad.wav,sad
150,data/training/Actor_25/25_01_01_01_tip_sad.wav,sad
151,data/training/Actor_25/25_01_01_01_hate_sad.wav,sad
152,data/training/Actor_25/25_01_01_01_lean_sad.wav,sad
153,data/training/Actor_25/25_01_01_01_soap_sad.wav,sad
154,data/training/Actor_25/25_01_01_01_half_sad.wav,sad
155,data/training/Actor_25/25_01_01_01_talk_sad.wav,sad
156,data/training/Actor_25/25_01_01_01_take_sad.wav,sad
157,data/training/Actor_25/25_01_01_01_merge_sad.wav,sad
158,data/training/Actor_25/25_01_01_01_room_sad.wav,sad
159,data/training/Actor_25/25_01_01_01_hire_sad.wav,sad
160,data/training/Actor_25/25_01_01_01_keep_sad.wav,sad
161,data/training/Actor_25/25_01_01_01_kite_sad.wav,sad
162,data/training/Actor_25/25_01_01_01_hurl_sad.wav,sad
163,data/training/Actor_25/25_01_01_01_king_sad.wav,sad
164,data/training/Actor_25/25_01_01_01_hole_sad.wav,sad
165,data/training/Actor_25/25_01_01_01_thin_sad.wav,sad
166,data/training/Actor_25/25_01_01_01_rough_sad.wav,sad
167,data/training/Actor_25/25_01_01_01_mouse_sad.wav,sad
168,data/training/Actor_25/25_01_01_01_pain_sad.wav,sad
169,data/training/Actor_25/25_01_01_01_shall_sad.wav,sad
170,data/training/Actor_25/25_01_01_01_pearl_sad.wav,sad
171,data/training/Actor_25/25_01_01_01_fit_sad.wav,sad
172,data/training/Actor_25/25_01_01_01_young_sad.wav,sad
173,data/training/Actor_25/25_01_01_01_live_sad.wav,sad
174,data/training/Actor_25/25_01_01_01_haze_sad.wav,sad
175,data/training/Actor_25/25_01_01_01_puff_sad.wav,sad
176,data/training/Actor_25/25_01_01_01_jail_sad.wav,sad
177,data/training/Actor_25/25_01_01_01_gaze_sad.wav,sad
178,data/training/Actor_25/25_01_01_01_goose_sad.wav,sad
179,data/training/Actor_25/25_01_01_01_soup_sad.wav,sad
180,data/training/Actor_25/25_01_01_01_road_sad.wav,sad
181,data/training/Actor_25/25_01_01_01_gas_sad.wav,sad
182,data/training/Actor_25/25_01_01_01_mess_sad.wav,sad
183,data/training/Actor_25/25_01_01_01_ton_sad.wav,sad
184,data/training/Actor_25/25_01_01_01_keg_sad.wav,sad
185,data/training/Actor_25/25_01_01_01_gap_sad.wav,sad
186,data/training/Actor_25/25_01_01_01_rush_sad.wav,sad
187,data/training/Actor_25/25_01_01_01_pass_sad.wav,sad
188,data/training/Actor_25/25_01_01_01_gin_sad.wav,sad
189,data/training/Actor_25/25_01_01_01_judge_sad.wav,sad
190,data/training/Actor_25/25_01_01_01_team_sad.wav,sad
191,data/training/Actor_25/25_01_01_01_red_sad.wav,sad
192,data/training/Actor_25/25_01_01_01_fat_sad.wav,sad
193,data/training/Actor_25/25_01_01_01_vine_sad.wav,sad
194,data/training/Actor_25/25_01_01_01_knock_sad.wav,sad
195,data/training/Actor_25/25_01_01_01_hash_sad.wav,sad
196,data/training/Actor_25/25_01_01_01_pick_sad.wav,sad
197,data/training/Actor_25/25_01_01_01_kick_sad.wav,sad
198,data/training/Actor_25/25_01_01_01_long_sad.wav,sad
199,data/training/Actor_25/25_01_01_01_jug_sad.wav,sad
200,data/training/Actor_25/25_01_01_01_turn_sad.wav,sad
201,data/training/Actor_25/25_01_01_01_size_sad.wav,sad
202,data/training/Actor_25/25_01_01_01_sell_sad.wav,sad
203,data/training/Actor_25/25_01_01_01_lid_sad.wav,sad
204,data/training/Actor_25/25_01_01_01_food_sad.wav,sad
205,data/training/Actor_25/25_01_01_01_pad_sad.wav,sad
206,data/training/Actor_25/25_01_01_01_raid_sad.wav,sad
207,data/training/Actor_25/25_01_01_01_pike_sad.wav,sad
208,data/training/Actor_25/25_01_01_01_shout_sad.wav,sad
209,data/training/Actor_25/25_01_01_01_have_sad.wav,sad
210,data/training/Actor_25/25_01_01_01_lease_sad.wav,sad
211,data/training/Actor_25/25_01_01_01_note_sad.wav,sad
212,data/training/Actor_25/25_01_01_01_sub_sad.wav,sad
213,data/training/Actor_25/25_01_01_01_thought_sad.wav,sad
214,data/training/Actor_25/25_01_01_01_wash_sad.wav,sad
215,data/training/Actor_25/25_01_01_01_juice_sad.wav,sad
216,data/training/Actor_25/25_01_01_01_reach_sad.wav,sad
217,data/training/Actor_25/25_01_01_01_such_sad.wav,sad
218,data/training/Actor_25/25_01_01_01_mop_sad.wav,sad
219,data/training/Actor_25/25_01_01_01_wife_sad.wav,sad
220,data/training/Actor_25/25_01_01_01_ripe_sad.wav,sad
221,data/training/Actor_25/25_01_01_01_near_sad.wav,sad
222,data/training/Actor_25/25_01_01_01_rag_sad.wav,sad
223,data/training/Actor_25/25_01_01_01_numb_sad.wav,sad
224,data/training/Actor_25/25_01_01_01_get_sad.wav,sad
225,data/training/Actor_25/25_01_01_01_page_sad.wav,sad
226,data/training/Actor_25/25_01_01_01_germ_sad.wav,sad
227,data/training/Actor_21/03-02-04-01-01-01-21_sad.wav,sad
228,data/training/Actor_21/03-02-04-02-02-01-21_sad.wav,sad
229,data/training/Actor_21/03-02-04-01-02-01-21_sad.wav,sad
230,data/training/Actor_21/21_01_02_02_dogs-sitting_sad.wav,sad
231,data/training/Actor_21/03-02-04-02-01-01-21_sad.wav,sad
232,data/training/Actor_21/21_01_01_01_kids-talking_sad.wav,sad
233,data/training/Actor_21/21_01_02_01_kids-talking_sad.wav,sad
234,data/training/Actor_21/21_01_01_02_dogs-sitting_sad.wav,sad
235,data/training/Actor_21/03-02-04-01-02-02-21_sad.wav,sad
236,data/training/Actor_21/03-02-04-01-01-02-21_sad.wav,sad
237,data/training/Actor_21/21_01_01_02_kids-talking_sad.wav,sad
238,data/training/Actor_21/03-02-04-02-02-02-21_sad.wav,sad
239,data/training/Actor_21/21_01_02_02_kids-talking_sad.wav,sad
240,data/training/Actor_21/21_01_02_01_dogs-sitting_sad.wav,sad
241,data/training/Actor_21/21_01_01_01_dogs-sitting_sad.wav,sad
242,data/training/Actor_21/03-02-04-02-01-02-21_sad.wav,sad
243,data/training/Actor_23/23_01_02_01_dogs-sitting_sad.wav,sad
244,data/training/Actor_23/23_01_02_02_kids-talking_sad.wav,sad
245,data/training/Actor_23/03-02-04-01-01-02-23_sad.wav,sad
246,data/training/Actor_23/23_01_02_02_dogs-sitting_sad.wav,sad
247,data/training/Actor_23/03-02-04-01-02-02-23_sad.wav,sad
248,data/training/Actor_23/03-02-04-02-02-02-23_sad.wav,sad
249,data/training/Actor_23/03-02-04-02-02-01-23_sad.wav,sad
250,data/training/Actor_23/23_01_01_02_kids-talking_sad.wav,sad
251,data/training/Actor_23/23_01_02_01_kids-talking_sad.wav,sad
252,data/training/Actor_23/23_01_01_02_dogs-sitting_sad.wav,sad
253,data/training/Actor_23/03-02-04-01-02-01-23_sad.wav,sad
254,data/training/Actor_23/03-02-04-02-01-02-23_sad.wav,sad
255,data/training/Actor_23/23_01_01_01_kids-talking_sad.wav,sad
256,data/training/Actor_23/03-02-04-02-01-01-23_sad.wav,sad
257,data/training/Actor_23/03-02-04-01-01-01-23_sad.wav,sad
258,data/training/Actor_23/23_01_01_01_dogs-sitting_sad.wav,sad
259,data/training/Actor_24/24_02_01_02_dogs-sitting_sad.wav,sad
260,data/training/Actor_24/03-02-04-02-01-01-24_sad.wav,sad
261,data/training/Actor_24/24_01_02_02_dogs-sitting_sad.wav,sad
262,data/training/Actor_24/24_01_02_02_kids-talking_sad.wav,sad
263,data/training/Actor_24/24_01_01_01_dogs-sitting_sad.wav,sad
264,data/training/Actor_24/24_01_01_02_dogs-sitting_sad.wav,sad
265,data/training/Actor_24/03-02-04-01-01-02-24_sad.wav,sad
266,data/training/Actor_24/24_02_01_01_kids-talking_sad.wav,sad
267,data/training/Actor_24/24_02_02_01_kids-talking_sad.wav,sad
268,data/training/Actor_24/24_01_02_01_kids-talking_sad.wav,sad
269,data/training/Actor_24/03-02-04-01-02-01-24_sad.wav,sad
270,data/training/Actor_24/24_02_01_01_dogs-sitting_sad.wav,sad
271,data/training/Actor_24/24_02_02_02_dogs-sitting_sad.wav,sad
272,data/training/Actor_24/24_01_02_01_dogs-sitting_sad.wav,sad
273,data/training/Actor_24/03-02-04-02-02-01-24_sad.wav,sad
274,data/training/Actor_24/24_02_01_02_kids-talking_sad.wav,sad
275,data/training/Actor_24/03-02-04-01-01-01-24_sad.wav,sad
276,data/training/Actor_24/24_02_02_02_kids-talking_sad.wav,sad
277,data/training/Actor_24/24_01_01_01_kids-talking_sad.wav,sad
278,data/training/Actor_24/03-02-04-02-02-02-24_sad.wav,sad
279,data/training/Actor_24/03-02-04-02-01-02-24_sad.wav,sad
280,data/training/Actor_24/24_02_02_01_dogs-sitting_sad.wav,sad
281,data/training/Actor_24/03-02-04-01-02-02-24_sad.wav,sad
282,data/training/Actor_24/24_01_01_02_kids-talking_sad.wav,sad
283,data/training/Actor_20/20_01_02_01_kids-talking_sad.wav,sad
284,data/training/Actor_20/20_01_01_02_kids-talking_sad.wav,sad
285,data/training/Actor_20/20_01_02_02_kids-talking_sad.wav,sad
286,data/training/Actor_20/03-02-04-02-02-01-20_sad.wav,sad
287,data/training/Actor_20/20_01_01_01_kids-talking_sad.wav,sad
288,data/training/Actor_20/20_01_02_02_dogs-sitting_sad.wav,sad
289,data/training/Actor_20/03-02-04-02-01-01-20_sad.wav,sad
290,data/training/Actor_20/20_01_01_01_dogs-sitting_sad.wav,sad
291,data/training/Actor_20/03-02-04-01-02-01-20_sad.wav,sad
292,data/training/Actor_20/03-02-04-01-01-02-20_sad.wav,sad
293,data/training/Actor_20/20_01_02_01_dogs-sitting_sad.wav,sad
294,data/training/Actor_20/03-02-04-01-01-01-20_sad.wav,sad
295,data/training/Actor_20/03-02-04-02-02-02-20_sad.wav,sad
296,data/training/Actor_20/03-02-04-01-02-02-20_sad.wav,sad
297,data/training/Actor_20/03-02-04-02-01-02-20_sad.wav,sad
298,data/training/Actor_20/20_01_01_02_dogs-sitting_sad.wav,sad
299,data/training/Actor_02/02_02_02_02_dogs-sitting_sad.wav,sad
300,data/training/Actor_02/02_01_02_02_dogs-sitting_sad.wav,sad
301,data/training/Actor_02/03-02-04-02-02-01-02_sad.wav,sad
302,data/training/Actor_02/02_02_02_01_dogs-sitting_sad.wav,sad
303,data/training/Actor_02/02_02_02_02_kids-talking_sad.wav,sad
304,data/training/Actor_02/02_01_01_01_kids-talking_sad.wav,sad
305,data/training/Actor_02/02_02_01_02_dogs-sitting_sad.wav,sad
306,data/training/Actor_02/03-02-04-01-02-02-02_sad.wav,sad
307,data/training/Actor_02/03-02-04-01-01-02-02_sad.wav,sad
308,data/training/Actor_02/02_02_01_01_dogs-sitting_sad.wav,sad
309,data/training/Actor_02/03-02-04-02-01-02-02_sad.wav,sad
310,data/training/Actor_02/02_01_02_01_dogs-sitting_sad.wav,sad
311,data/training/Actor_02/02_01_02_02_kids-talking_sad.wav,sad
312,data/training/Actor_02/02_01_01_01_dogs-sitting_sad.wav,sad
313,data/training/Actor_02/02_01_02_01_kids-talking_sad.wav,sad
314,data/training/Actor_02/02_02_01_01_kids-talking_sad.wav,sad
315,data/training/Actor_02/03-02-04-02-02-02-02_sad.wav,sad
316,data/training/Actor_02/03-02-04-01-02-01-02_sad.wav,sad
317,data/training/Actor_02/02_01_01_02_dogs-sitting_sad.wav,sad
318,data/training/Actor_02/03-02-04-01-01-01-02_sad.wav,sad
319,data/training/Actor_02/02_01_01_02_kids-talking_sad.wav,sad
320,data/training/Actor_02/02_02_01_02_kids-talking_sad.wav,sad
321,data/training/Actor_02/03-02-04-02-01-01-02_sad.wav,sad
322,data/training/Actor_02/02_02_02_01_kids-talking_sad.wav,sad
323,data/training/Actor_16/16_02_02_02_kids-talking_sad.wav,sad
324,data/training/Actor_16/03-02-04-01-01-02-16_sad.wav,sad
325,data/training/Actor_16/03-02-04-02-01-02-16_sad.wav,sad
326,data/training/Actor_16/16_02_02_02_dogs-sitting_sad.wav,sad
327,data/training/Actor_16/16_02_02_01_dogs-sitting_sad.wav,sad
328,data/training/Actor_16/16_02_02_01_kids-talking_sad.wav,sad
329,data/training/Actor_16/16_02_01_02_kids-talking_sad.wav,sad
330,data/training/Actor_16/03-02-04-02-02-02-16_sad.wav,sad
331,data/training/Actor_16/16_02_01_01_kids-talking_sad.wav,sad
332,data/training/Actor_16/16_02_01_02_dogs-sitting_sad.wav,sad
333,data/training/Actor_16/03-02-04-01-01-01-16_sad.wav,sad
334,data/training/Actor_16/03-02-04-02-01-01-16_sad.wav,sad
335,data/training/Actor_16/03-02-04-01-02-02-16_sad.wav,sad
336,data/training/Actor_16/03-02-04-01-02-01-16_sad.wav,sad
337,data/training/Actor_16/16_02_01_01_dogs-sitting_sad.wav,sad
338,data/training/Actor_16/03-02-04-02-02-01-16_sad.wav,sad
339,data/training/Actor_05/03-02-04-01-02-01-05_sad.wav,sad
340,data/training/Actor_05/03-02-04-02-01-01-05_sad.wav,sad
341,data/training/Actor_05/05_02_02_02_kids-talking_sad.wav,sad
342,data/training/Actor_05/03-02-04-01-01-02-05_sad.wav,sad
343,data/training/Actor_05/05_01_02_02_dogs-sitting_sad.wav,sad
344,data/training/Actor_05/05_01_01_02_kids-talking_sad.wav,sad
345,data/training/Actor_05/05_01_02_01_dogs-sitting_sad.wav,sad
346,data/training/Actor_05/03-02-04-02-01-02-05_sad.wav,sad
347,data/training/Actor_05/05_02_02_01_kids-talking_sad.wav,sad
348,data/training/Actor_05/05_02_01_02_dogs-sitting_sad.wav,sad
349,data/training/Actor_05/03-02-04-01-02-02-05_sad.wav,sad
350,data/training/Actor_05/05_01_02_01_kids-talking_sad.wav,sad
351,data/training/Actor_05/03-02-04-02-02-02-05_sad.wav,sad
352,data/training/Actor_05/05_02_01_01_kids-talking_sad.wav,sad
353,data/training/Actor_05/05_01_01_01_dogs-sitting_sad.wav,sad
354,data/training/Actor_05/03-02-04-01-01-01-05_sad.wav,sad
355,data/training/Actor_05/05_02_01_01_dogs-sitting_sad.wav,sad
356,data/training/Actor_05/05_02_02_01_dogs-sitting_sad.wav,sad
357,data/training/Actor_05/05_01_02_02_kids-talking_sad.wav,sad
358,data/training/Actor_05/05_01_01_01_kids-talking_sad.wav,sad
359,data/training/Actor_05/05_02_01_02_kids-talking_sad.wav,sad
360,data/training/Actor_05/03-02-04-02-02-01-05_sad.wav,sad
361,data/training/Actor_05/05_02_02_02_dogs-sitting_sad.wav,sad
362,data/training/Actor_05/05_01_01_02_dogs-sitting_sad.wav,sad
363,data/training/Actor_10/10_01_02_02_dogs-sitting_sad.wav,sad
364,data/training/Actor_10/10_01_02_01_kids-talking_sad.wav,sad
365,data/training/Actor_10/10_02_02_01_dogs-sitting_sad.wav,sad
366,data/training/Actor_10/10_01_01_02_kids-talking_sad.wav,sad
367,data/training/Actor_10/10_01_01_01_kids-talking_sad.wav,sad
368,data/training/Actor_10/10_02_01_02_kids-talking_sad.wav,sad
369,data/training/Actor_10/10_01_02_01_dogs-sitting_sad.wav,sad
370,data/training/Actor_10/10_02_01_01_dogs-sitting_sad.wav,sad
371,data/training/Actor_10/10_01_01_02_dogs-sitting_sad.wav,sad
372,data/training/Actor_10/10_02_02_02_dogs-sitting_sad.wav,sad
373,data/training/Actor_10/10_01_02_02_kids-talking_sad.wav,sad
374,data/training/Actor_10/10_01_01_01_dogs-sitting_sad.wav,sad
375,data/training/Actor_10/10_02_01_01_kids-talking_sad.wav,sad
376,data/training/Actor_10/10_02_02_02_kids-talking_sad.wav,sad
377,data/training/Actor_10/10_02_02_01_kids-talking_sad.wav,sad
378,data/training/Actor_10/10_02_01_02_dogs-sitting_sad.wav,sad
379,data/training/Actor_08/08_01_01_02_dogs-sitting_sad.wav,sad
380,data/training/Actor_08/08_02_02_02_kids-talking_sad.wav,sad
381,data/training/Actor_08/08_01_02_01_kids-talking_sad.wav,sad
382,data/training/Actor_08/08_02_01_02_dogs-sitting_sad.wav,sad
383,data/training/Actor_08/08_01_01_02_kids-talking_sad.wav,sad
384,data/training/Actor_08/08_02_02_02_dogs-sitting_sad.wav,sad
385,data/training/Actor_08/08_02_01_01_dogs-sitting_sad.wav,sad
386,data/training/Actor_08/08_01_02_02_kids-talking_sad.wav,sad
387,data/training/Actor_08/08_02_02_01_kids-talking_sad.wav,sad
388,data/training/Actor_08/08_02_01_01_kids-talking_sad.wav,sad
389,data/training/Actor_08/08_02_01_02_kids-talking_sad.wav,sad
390,data/training/Actor_08/08_01_02_02_dogs-sitting_sad.wav,sad
391,data/training/Actor_08/08_01_01_01_kids-talking_sad.wav,sad
392,data/training/Actor_08/08_02_02_01_dogs-sitting_sad.wav,sad
393,data/training/Actor_08/08_01_01_01_dogs-sitting_sad.wav,sad
394,data/training/Actor_08/08_01_02_01_dogs-sitting_sad.wav,sad
395,data/training/Actor_03/03-02-04-02-02-01-03_sad.wav,sad
396,data/training/Actor_03/03-02-04-01-01-01-03_sad.wav,sad
397,data/training/Actor_03/03-02-04-01-02-01-03_sad.wav,sad
398,data/training/Actor_03/03_01_01_02_kids-talking_sad.wav,sad
399,data/training/Actor_03/03_01_01_01_kids-talking_sad.wav,sad
400,data/training/Actor_03/03-02-04-02-02-02-03_sad.wav,sad
401,data/training/Actor_03/03_02_02_01_kids-talking_sad.wav,sad
402,data/training/Actor_03/03_02_01_02_kids-talking_sad.wav,sad
403,data/training/Actor_03/03-02-04-02-01-01-03_sad.wav,sad
404,data/training/Actor_03/03_02_02_02_dogs-sitting_sad.wav,sad
405,data/training/Actor_03/03_02_02_02_kids-talking_sad.wav,sad
406,data/training/Actor_03/03_02_01_01_kids-talking_sad.wav,sad
407,data/training/Actor_03/03-02-04-01-01-02-03_sad.wav,sad
408,data/training/Actor_03/03_02_01_01_dogs-sitting_sad.wav,sad
